meeting,block_id,votes,of,models_voting_yes,speaker,start,text_snippet
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",198,1,5,gemma-4-4b,SPEAKER_16,9316.69,to know what was the the process before was that we would do a resolution and and said and then once we went and got into the beginning of january that allowed us the abilities to change the the
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",200,1,5,ministral-8b,SPEAKER_16,9390.74,yeah would counsel still have to approve the methodology if there was a property
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",201,1,5,phi-4,SPEAKER_02,9417.2,that the city wanted to sell or is that to the administration to determine which route they want to go to sell the property I it is my understanding and I
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",202,1,5,phi-4,SPEAKER_08,9427.34,have to actually go back and check I have to read it again because I read it a day ago and I'm just not sure that I'm a hundred dollars but what I think is that when we bring the council property or or want to change how we have a property for sale we would need to get a council's approval for this 
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",205,1,5,phi-4,SPEAKER_05,9464.62,to misspeak thank you mary so currently i mean the way it's it's right here i think it's number three it would provide compensation to be paid to the real estate broker is that what we're doing
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",211,2,5,ministral-8b;phi-4,SPEAKER_05,9532.95,work for their services currently yeah we do the same no we do currently we're precluded from using a real estate broker exactly thank you very much that's what i needed to know okay councilman
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",214,2,5,ministral-8b;phi-4,SPEAKER_16,9614.6,would come to council when we wanted to use a realtor questions from the council as a whole
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",215,1,5,gemma-4-4b,SPEAKER_03,9624.89,"Thank you, Councilor Craig. I know this is the first reading, and this is just a committee, but I do have some questions around what the process would look like, the selection of the realtor. Also, I understand it would expand the possible market for a property to be sold, but I do think that there "
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",219,1,5,phi-4,SPEAKER_03,9769.23,i guess i would just hope that we would still have the ability of the intention of what that property
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",220,1,5,phi-4,SPEAKER_08,9774.27,becomes that's also through a whole zoning process and so um and that information that we've collected related to zoning uh for that particular parcel would be part of the sale and typically sales of properties in the city of langley lancaster are contingent have contingencies related to them gettin
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",221,1,5,phi-4,SPEAKER_03,9816.19,that is a very standard practice thank you and that answers some of my questions but i look
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",223,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q8,SPEAKER_00,9839.89,"Yes, Darlene Bird. I think council needs to be very cautious in what they're doing. I think this goes under an administration code. I think to once you put that in place as one of the things you would be deciding is who has the authority to make those decisions. So if it becomes the administration, "
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",226,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,10092.4,so I would keep that in mind yes and it is a competitive market um and there are a lot of programs not being used for first-time homebuyers and there are a lot of families that could use properties across the city that is being taken by bidders there's a reason why the city precluded this from or fr
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",227,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_01,10160.0,"Holland Avenue. So this is concerning to me because the way I see this is as creating a method of private sale for public goods. There is a reason I think the bidding process is in place and there is, as far as I understand, there's nothing prohibiting us from being more open about our advertising. "
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",228,1,5,qwen3.5-9b-q6,SPEAKER_08,10299.23,like a business and government should operate like a government it was disapproved by this County Planning Commission my apologies no they they
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",229,1,5,qwen3.5-9b-q6,SPEAKER_01,10318.12,approved Planning Commission approved I'm just expressing the frustration we
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",230,2,5,phi-4;qwen3.5-9b-q6,SPEAKER_08,10321.48,weren't made aware of that at Planning Commission okay I will just say that you know we are planning to bring the first tranche and I think Councillor Mead reported on this as part of his transition committee report that we're going to plan to bring the first tranche if an admin code changes to coun
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",231,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_01,10366.34,change the process just yet and pausing this three months we we need to have bigger community community conversation about the idea of changing these public processes thank you that's what we're
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",232,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,10378.57,"we're here for. Thank you. I just want to add, I just want to add real quickly, there are non-profit organizations such as churches, multiple, a substantial amount of churches throughout the city of Lancaster that could use that. That is true. And we could, and they're not being, I work with multipl"
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",233,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_08,10405.31,away and at the same time I would say that we're also trying to pay for a lot of things this is a conversation about the future use of this parcel there there was no we sent it out to every housing organization in the city that had been doing work there were no proposals that came from any housing n
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",234,4,5,gemma-4-4b;ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,10485.53,and the city is in desperate need of a low-income subsidized housing and I don't think that HUD or the Housing Authority would be more than happy to grab this to put some housing for the people in the city of Lancaster they are desperate there's more and more homeless people out there so I don't thi
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",238,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_07,10695.66,"Just one quick question. November 18th through the 19th, is that like a marked date representing anything in the history of Puerto Rico that we can raise it on that date, or can you accept a more historical date?"
"City Council Committee Meeting - April 1, 2025 [kplLo-BL1w0]_standard",239,1,5,ministral-8b,SPEAKER_13,10714.3,"Councilor Arroyo, this date was chosen for a particular reason?"
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",4,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_02,707.45,thank you counselor colleagues and thank you for your willingness to serve my only question is how do you see the role of the downtown investment district and diversifying opportunities for
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",5,1,5,gemma-4-4b,SPEAKER_03,718.89,business owners in the downtown um thank you for your question i think the biggest thing when it comes to diversifying downtown equal opportunity all over i think that there's not enough people that realize different things that you can do downtown as a business owner i think that also So having the
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",11,1,5,gemma-4-4b,SPEAKER_11,903.39,"Counselor Kulikst, I'll just make a quick comment that I have the honor of serving on the Public Art Advisory Board with Rachel O'Berry and Sisa Valthole on the Public Art Advisory Board, and I just, they all do a really good job, all bring good ideas, and so I definitely think they're an asset"
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",23,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_16,1854.33,all right and i think i will stop there now thank you for the presentation director campbell um just one question regarding some of the revenue lines that you mentioned franchise fees parking violations and pension state funds can you clarify what franchise fees are and the percentage of parking vio
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",25,2,5,ministral-8b;phi-4,SPEAKER_04,1889.86,percentage are you asking the percentage or which fines we're collecting um so i think my
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",26,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_16,1901.43,understanding is that uh the city of lancaster does not receive a hundred percent of parking tickets etc there's a percentage that's paid out to the city yes so there's an administrative
"City Council Committee Meeting - August 11, 2025 [6DXgO59xzeU]_exclusive",28,3,5,ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_15,1934.28,eyeball on me back there hi i'm not here that often um the parking as you know the parking authority runs the violation parking program under a contract with the city parking authority is basically like a management company during the enforcement for meters street sweeping and residential permit par
